     216     750       0       0       1.000E+03
      90      98      88     126     126      98      88     124
     126      98     124     134      96     102     100     132
     132     102     100     138     132     138     100     136
      97     102      96     133     133     102      96     132
     133     102     132     138     105     106     108     141
     141     106     108     142     141     142     108     144
     104     106     105     140     140     106     105     141
     140     106     141     142     102     105     103     138
     138     105     103     141     138     141     103     139
     101     105     102     137     137     105     102     138
     137     105     138     141      88      97      89     124
     124      97      89     125     124      97     125     133
      96     100      94     132     132     100      94     130
     132     100     130     136     102     103     100     138
     138     103     100     136     138     103     136     139
     105     107     103     141     141     107     103     139
     141     107     139     143     105     108     107     141
     141     108     107     143     141     108     143     144
      89      96      91     125     125      96      91     127
     125      96     127     132      84      91      87     120
     120      91      87     123     120      91     123     127
      90      95      98     126     126      95      98     131
     126     131      98     134      88      98      97     124
     124      98      97     134     124     134      97     133
      89      97      96     125     125      97      96     133
     125     133      96     132      85      88      83     121
     121      88      83     119     121      88     119     124
      91      96      94     127     127      96      94     132
     127     132      94     130      83      89      84     119
     119      89      84     120     119      89     120     125
      80      83      84     116     116      83      84     119
     116     119      84     120      77      79      76     113
     113      79      76     112     113      79     112     115
      79      85      83     115     115      85      83     121
     115     121      83     119      77      82      79     113
     113      82      79     118     113     118      79     115
      81      84      87     117     117      84      87     120
     117     120      87     123      76      80      78     112
     112      80      78     114     112      80     114     116
      83      88      89     119     119      88      89     124
     119     124      89     125      82      85      79     118
     118      85      79     115     118      85     115     121
      86      90      85     122     122      90      85     121
     122      90     121     126      82      86      85     118
     118      86      85     122     118     122      85     121
      73      76      74     109     109      76      74     110
     109      76     110     112      73      75      76     109
     109      75      76     111     109     111      76     112
     112     115     116     148     148     115     116     151
     148     151     116     152     111     113     112     147
     147     113     112     149     147     149     112     148
     110     112     114     146     146     112     114     148
     146     148     114     150     114     116     117     150
     150     116     117     152     150     152     117     153
     121     126     124     157     157     126     124     162
     157     162     124     160     122     129     126     158
     158     129     126     165     158     165     126     162
     120     125     127     156     156     125     127     161
     156     161     127     163     115     119     116     151
     151     119     116     152     151     119     152     155
     123     127     128     159     159     127     128     163
     159     163     128     164     116     120     117     152
     152     120     117     153     152     120     153     156
     127     130     128     163     163     130     128     164
     163     130     164     166     134     135     137     170
     170     135     137     171     170     171     137     173
     129     131     126     165     165     131     126     162
     165     131     162     167     133     137     138     169
     169     137     138     173     169     173     138     174
     134     137     133     170     170     137     133     169
     170     137     169     173     137     140     141     173
     173     140     141     176     173     176     141     177
     135     140     137     171     171     140     137     173
     171     140     173     176     131     135     134     167
     167     135     134     170     167     135     170     171
     126     134     124     162     162     134     124     160
     162     134     160     170     132     138     136     168
     168     138     136     174     168     174     136     172
     133     138     132     169     169     138     132     168
     169     138     168     174     141     142     144     177
     177     142     144     178     177     178     144     180
     140     142     141     176     176     142     141     177
     176     142     177     178     138     141     139     174
     174     141     139     177     174     177     139     175
     137     141     138     173     173     141     138     174
     173     141     174     177     124     133     125     160
     160     133     125     161     160     133     161     169
     132     136     130     168     168     136     130     166
     168     136     166     172     138     139     136     174
     174     139     136     172     174     139     172     175
     141     143     139     177     177     143     139     175
     177     143     175     179     141     144     143     177
     177     144     143     179     177     144     179     180
     125     132     127     161     161     132     127     163
     161     132     163     168     120     127     123     156
     156     127     123     159     156     127     159     163
     126     131     134     162     162     131     134     167
     162     167     134     170     124     134     133     160
     160     134     133     170     160     170     133     169
     125     133     132     161     161     133     132     169
     161     169     132     168     121     124     119     157
     157     124     119     155     157     124     155     160
     127     132     130     163     163     132     130     168
     163     168     130     166     119     125     120     155
     155     125     120     156     155     125     156     161
     116     119     120     152     152     119     120     155
     152     155     120     156     113     115     112     149
     149     115     112     148     149     115     148     151
     115     121     119     151     151     121     119     157
     151     157     119     155     113     118     115     149
     149     118     115     154     149     154     115     151
     117     120     123     153     153     120     123     156
     153     156     123     159     112     116     114     148
     148     116     114     150     148     116     150     152
     119     124     125     155     155     124     125     160
     155     160     125     161     118     121     115     154
     154     121     115     151     154     121     151     157
     122     126     121     158     158     126     121     157
     158     126     157     162     118     122     121     154
     154     122     121     158     154     158     121     157
     109     112     110     145     145     112     110     146
     145     112     146     148     109     111     112     145
     145     111     112     147     145     147     112     148
     148     151     152     184     184     151     152     187
     184     187     152     188     147     149     148     183
     183     149     148     185     183     185     148     184
     146     148     150     182     182     148     150     184
     182     184     150     186     150     152     153     186
     186     152     153     188     186     188     153     189
     157     162     160     193     193     162     160     198
     193     198     160     196     158     165     162     194
     194     165     162     201     194     201     162     198
     156     161     163     192     192     161     163     197
     192     197     163     199     151     155     152     187
     187     155     152     188     187     155     188     191
     159     163     164     195     195     163     164     199
     195     199     164     200     152     156     153     188
     188     156     153     189     188     156     189     192
     163     166     164     199     199     166     164     200
     199     166     200     202     170     171     173     206
     206     171     173     207     206     207     173     209
     165     167     162     201     201     167     162     198
     201     167     198     203     169     173     174     205
     205     173     174     209     205     209     174     210
     170     173     169     206     206     173     169     205
     206     173     205     209     173     176     177     209
     209     176     177     212     209     212     177     213
     171     176     173     207     207     176     173     209
     207     176     209     212     167     171     170     203
     203     171     170     206     203     171     206     207
     162     170     160     198     198     170     160     196
     198     170     196     206     168     174     172     204
     204     174     172     210     204     210     172     208
     169     174     168     205     205     174     168     204
     205     174     204     210     177     178     180     213
     213     178     180     214     213     214     180     216
     176     178     177     212     212     178     177     213
     212     178     213     214     174     177     175     210
     210     177     175     213     210     213     175     211
     173     177     174     209     209     177     174     210
     209     177     210     213     160     169     161     196
     196     169     161     197     196     169     197     205
     168     172     166     204     204     172     166     202
     204     172     202     208     174     175     172     210
     210     175     172     208     210     175     208     211
     177     179     175     213     213     179     175     211
     213     179     211     215     177     180     179     213
     213     180     179     215     213     180     215     216
     161     168     163     197     197     168     163     199
     197     168     199     204     156     163     159     192
     192     163     159     195     192     163     195     199
     162     167     170     198     198     167     170     203
     198     203     170     206     160     170     169     196
     196     170     169     206     196     206     169     205
     161     169     168     197     197     169     168     205
     197     205     168     204     157     160     155     193
     193     160     155     191     193     160     191     196
     163     168     166     199     199     168     166     204
     199     204     166     202     155     161     156     191
     191     161     156     192     191     161     192     197
     152     155     156     188     188     155     156     191
     188     191     156     192     149     151     148     185
     185     151     148     184     185     151     184     187
     151     157     155     187     187     157     155     193
     187     193     155     191     149     154     151     185
     185     154     151     190     185     190     151     187
     153     156     159     189     189     156     159     192
     189     192     159     195     148     152     150     184
     184     152     150     186     184     152     186     188
     155     160     161     191     191     160     161     196
     191     196     161     197     154     157     151     190
     190     157     151     187     190     157     187     193
     158     162     157     194     194     162     157     193
     194     162     193     198     154     158     157     190
     190     158     157     194     190     194     157     193
     145     148     146     181     181     148     146     182
     181     148     182     184     145     147     148     181
     181     147     148     183     181     183     148     184
      0.000000000000E+00      0.000000000000E+00      0.000000000000E+00
      0.000000000000E+00      1.000000000000E+01      0.000000000000E+00
      1.000000000000E+01      0.000000000000E+00      0.000000000000E+00
      1.000000000000E+01      1.000000000000E+01      0.000000000000E+00
      2.000000000000E+01      0.000000000000E+00      0.000000000000E+00
      0.000000000000E+00      2.000000000000E+01      0.000000000000E+00
      2.000000000000E+01      1.000000000000E+01      0.000000000000E+00
      1.000000000000E+01      2.000000000000E+01      0.000000000000E+00
      0.000000000000E+00      3.000000000000E+01      0.000000000000E+00
      3.000000000000E+01      0.000000000000E+00      0.000000000000E+00
      2.000000000000E+01      2.000000000000E+01      0.000000000000E+00
      1.000000000000E+01      3.000000000000E+01      0.000000000000E+00
      3.000000000000E+01      1.000000000000E+01      0.000000000000E+00
      4.000000000000E+01      0.000000000000E+00      0.000000000000E+00
      0.000000000000E+00      4.000000000000E+01      0.000000000000E+00
      3.000000000000E+01      2.000000000000E+01      0.000000000000E+00
      2.000000000000E+01      3.000000000000E+01      0.000000000000E+00
      4.000000000000E+01      1.000000000000E+01      0.000000000000E+00
      1.000000000000E+01      4.000000000000E+01      0.000000000000E+00
      0.000000000000E+00      5.000000000000E+01      0.000000000000E+00
      5.000000000000E+01      0.000000000000E+00      0.000000000000E+00
      1.000000000000E+01      5.000000000000E+01      0.000000000000E+00
      5.000000000000E+01      1.000000000000E+01      0.000000000000E+00
      2.000000000000E+01      4.000000000000E+01      0.000000000000E+00
      3.000000000000E+01      3.000000000000E+01      0.000000000000E+00
      4.000000000000E+01      2.000000000000E+01      0.000000000000E+00
      5.000000000000E+01      2.000000000000E+01      0.000000000000E+00
      2.000000000000E+01      5.000000000000E+01      0.000000000000E+00
      4.000000000000E+01      3.000000000000E+01      0.000000000000E+00
      3.000000000000E+01      4.000000000000E+01      0.000000000000E+00
      3.000000000000E+01      5.000000000000E+01      0.000000000000E+00
      5.000000000000E+01      3.000000000000E+01      0.000000000000E+00
      4.000000000000E+01      4.000000000000E+01      0.000000000000E+00
      5.000000000000E+01      4.000000000000E+01      0.000000000000E+00
      4.000000000000E+01      5.000000000000E+01      0.000000000000E+00
      5.000000000000E+01      5.000000000000E+01      0.000000000000E+00
      0.000000000000E+00      0.000000000000E+00      1.000000000000E+01
      0.000000000000E+00      1.000000000000E+01      1.000000000000E+01
      1.000000000000E+01      0.000000000000E+00      1.000000000000E+01
      1.000000000000E+01      1.000000000000E+01      1.000000000000E+01
      2.000000000000E+01      0.000000000000E+00      1.000000000000E+01
      0.000000000000E+00      2.000000000000E+01      1.000000000000E+01
      2.000000000000E+01      1.000000000000E+01      1.000000000000E+01
      1.000000000000E+01      2.000000000000E+01      1.000000000000E+01
      0.000000000000E+00      3.000000000000E+01      1.000000000000E+01
      3.000000000000E+01      0.000000000000E+00      1.000000000000E+01
      2.000000000000E+01      2.000000000000E+01      1.000000000000E+01
      1.000000000000E+01      3.000000000000E+01      1.000000000000E+01
      3.000000000000E+01      1.000000000000E+01      1.000000000000E+01
      4.000000000000E+01      0.000000000000E+00      1.000000000000E+01
      0.000000000000E+00      4.000000000000E+01      1.000000000000E+01
      3.000000000000E+01      2.000000000000E+01      1.000000000000E+01
      2.000000000000E+01      3.000000000000E+01      1.000000000000E+01
      4.000000000000E+01      1.000000000000E+01      1.000000000000E+01
      1.000000000000E+01      4.000000000000E+01      1.000000000000E+01
      0.000000000000E+00      5.000000000000E+01      1.000000000000E+01
      5.000000000000E+01      0.000000000000E+00      1.000000000000E+01
      1.000000000000E+01      5.000000000000E+01      1.000000000000E+01
      5.000000000000E+01      1.000000000000E+01      1.000000000000E+01
      2.000000000000E+01      4.000000000000E+01      1.000000000000E+01
      3.000000000000E+01      3.000000000000E+01      1.000000000000E+01
      4.000000000000E+01      2.000000000000E+01      1.000000000000E+01
      5.000000000000E+01      2.000000000000E+01      1.000000000000E+01
      2.000000000000E+01      5.000000000000E+01      1.000000000000E+01
      4.000000000000E+01      3.000000000000E+01      1.000000000000E+01
      3.000000000000E+01      4.000000000000E+01      1.000000000000E+01
      3.000000000000E+01      5.000000000000E+01      1.000000000000E+01
      5.000000000000E+01      3.000000000000E+01      1.000000000000E+01
      4.000000000000E+01      4.000000000000E+01      1.000000000000E+01
      5.000000000000E+01      4.000000000000E+01      1.000000000000E+01
      4.000000000000E+01      5.000000000000E+01      1.000000000000E+01
      5.000000000000E+01      5.000000000000E+01      1.000000000000E+01
      0.000000000000E+00      0.000000000000E+00      2.000000000000E+01
      0.000000000000E+00      1.000000000000E+01      2.000000000000E+01
      1.000000000000E+01      0.000000000000E+00      2.000000000000E+01
      1.000000000000E+01      1.000000000000E+01      2.000000000000E+01
      2.000000000000E+01      0.000000000000E+00      2.000000000000E+01
      0.000000000000E+00      2.000000000000E+01      2.000000000000E+01
      2.000000000000E+01      1.000000000000E+01      2.000000000000E+01
      1.000000000000E+01      2.000000000000E+01      2.000000000000E+01
      0.000000000000E+00      3.000000000000E+01      2.000000000000E+01
      3.000000000000E+01      0.000000000000E+00      2.000000000000E+01
      2.000000000000E+01      2.000000000000E+01      2.000000000000E+01
      1.000000000000E+01      3.000000000000E+01      2.000000000000E+01
      3.000000000000E+01      1.000000000000E+01      2.000000000000E+01
      4.000000000000E+01      0.000000000000E+00      2.000000000000E+01
      0.000000000000E+00      4.000000000000E+01      2.000000000000E+01
      3.000000000000E+01      2.000000000000E+01      2.000000000000E+01
      2.000000000000E+01      3.000000000000E+01      2.000000000000E+01
      4.000000000000E+01      1.000000000000E+01      2.000000000000E+01
      1.000000000000E+01      4.000000000000E+01      2.000000000000E+01
      0.000000000000E+00      5.000000000000E+01      2.000000000000E+01
      5.000000000000E+01      0.000000000000E+00      2.000000000000E+01
      1.000000000000E+01      5.000000000000E+01      2.000000000000E+01
      5.000000000000E+01      1.000000000000E+01      2.000000000000E+01
      2.000000000000E+01      4.000000000000E+01      2.000000000000E+01
      3.000000000000E+01      3.000000000000E+01      2.000000000000E+01
      4.000000000000E+01      2.000000000000E+01      2.000000000000E+01
      5.000000000000E+01      2.000000000000E+01      2.000000000000E+01
      2.000000000000E+01      5.000000000000E+01      2.000000000000E+01
      4.000000000000E+01      3.000000000000E+01      2.000000000000E+01
      3.000000000000E+01      4.000000000000E+01      2.000000000000E+01
      3.000000000000E+01      5.000000000000E+01      2.000000000000E+01
      5.000000000000E+01      3.000000000000E+01      2.000000000000E+01
      4.000000000000E+01      4.000000000000E+01      2.000000000000E+01
      5.000000000000E+01      4.000000000000E+01      2.000000000000E+01
      4.000000000000E+01      5.000000000000E+01      2.000000000000E+01
      5.000000000000E+01      5.000000000000E+01      2.000000000000E+01
      0.000000000000E+00      0.000000000000E+00      3.000000000000E+01
      0.000000000000E+00      1.000000000000E+01      3.000000000000E+01
      1.000000000000E+01      0.000000000000E+00      3.000000000000E+01
      1.000000000000E+01      1.000000000000E+01      3.000000000000E+01
      2.000000000000E+01      0.000000000000E+00      3.000000000000E+01
      0.000000000000E+00      2.000000000000E+01      3.000000000000E+01
      2.000000000000E+01      1.000000000000E+01      3.000000000000E+01
      1.000000000000E+01      2.000000000000E+01      3.000000000000E+01
      0.000000000000E+00      3.000000000000E+01      3.000000000000E+01
      3.000000000000E+01      0.000000000000E+00      3.000000000000E+01
      2.000000000000E+01      2.000000000000E+01      3.000000000000E+01
      1.000000000000E+01      3.000000000000E+01      3.000000000000E+01
      3.000000000000E+01      1.000000000000E+01      3.000000000000E+01
      4.000000000000E+01      0.000000000000E+00      3.000000000000E+01
      0.000000000000E+00      4.000000000000E+01      3.000000000000E+01
      3.000000000000E+01      2.000000000000E+01      3.000000000000E+01
      2.000000000000E+01      3.000000000000E+01      3.000000000000E+01
      4.000000000000E+01      1.000000000000E+01      3.000000000000E+01
      1.000000000000E+01      4.000000000000E+01      3.000000000000E+01
      0.000000000000E+00      5.000000000000E+01      3.000000000000E+01
      5.000000000000E+01      0.000000000000E+00      3.000000000000E+01
      1.000000000000E+01      5.000000000000E+01      3.000000000000E+01
      5.000000000000E+01      1.000000000000E+01      3.000000000000E+01
      2.000000000000E+01      4.000000000000E+01      3.000000000000E+01
      3.000000000000E+01      3.000000000000E+01      3.000000000000E+01
      4.000000000000E+01      2.000000000000E+01      3.000000000000E+01
      5.000000000000E+01      2.000000000000E+01      3.000000000000E+01
      2.000000000000E+01      5.000000000000E+01      3.000000000000E+01
      4.000000000000E+01      3.000000000000E+01      3.000000000000E+01
      3.000000000000E+01      4.000000000000E+01      3.000000000000E+01
      3.000000000000E+01      5.000000000000E+01      3.000000000000E+01
      5.000000000000E+01      3.000000000000E+01      3.000000000000E+01
      4.000000000000E+01      4.000000000000E+01      3.000000000000E+01
      5.000000000000E+01      4.000000000000E+01      3.000000000000E+01
      4.000000000000E+01      5.000000000000E+01      3.000000000000E+01
      5.000000000000E+01      5.000000000000E+01      3.000000000000E+01
      0.000000000000E+00      0.000000000000E+00      4.000000000000E+01
      0.000000000000E+00      1.000000000000E+01      4.000000000000E+01
      1.000000000000E+01      0.000000000000E+00      4.000000000000E+01
      1.000000000000E+01      1.000000000000E+01      4.000000000000E+01
      2.000000000000E+01      0.000000000000E+00      4.000000000000E+01
      0.000000000000E+00      2.000000000000E+01      4.000000000000E+01
      2.000000000000E+01      1.000000000000E+01      4.000000000000E+01
      1.000000000000E+01      2.000000000000E+01      4.000000000000E+01
      0.000000000000E+00      3.000000000000E+01      4.000000000000E+01
      3.000000000000E+01      0.000000000000E+00      4.000000000000E+01
      2.000000000000E+01      2.000000000000E+01      4.000000000000E+01
      1.000000000000E+01      3.000000000000E+01      4.000000000000E+01
      3.000000000000E+01      1.000000000000E+01      4.000000000000E+01
      4.000000000000E+01      0.000000000000E+00      4.000000000000E+01
      0.000000000000E+00      4.000000000000E+01      4.000000000000E+01
      3.000000000000E+01      2.000000000000E+01      4.000000000000E+01
      2.000000000000E+01      3.000000000000E+01      4.000000000000E+01
      4.000000000000E+01      1.000000000000E+01      4.000000000000E+01
      1.000000000000E+01      4.000000000000E+01      4.000000000000E+01
      0.000000000000E+00      5.000000000000E+01      4.000000000000E+01
      5.000000000000E+01      0.000000000000E+00      4.000000000000E+01
      1.000000000000E+01      5.000000000000E+01      4.000000000000E+01
      5.000000000000E+01      1.000000000000E+01      4.000000000000E+01
      2.000000000000E+01      4.000000000000E+01      4.000000000000E+01
      3.000000000000E+01      3.000000000000E+01      4.000000000000E+01
      4.000000000000E+01      2.000000000000E+01      4.000000000000E+01
      5.000000000000E+01      2.000000000000E+01      4.000000000000E+01
      2.000000000000E+01      5.000000000000E+01      4.000000000000E+01
      4.000000000000E+01      3.000000000000E+01      4.000000000000E+01
      3.000000000000E+01      4.000000000000E+01      4.000000000000E+01
      3.000000000000E+01      5.000000000000E+01      4.000000000000E+01
      5.000000000000E+01      3.000000000000E+01      4.000000000000E+01
      4.000000000000E+01      4.000000000000E+01      4.000000000000E+01
      5.000000000000E+01      4.000000000000E+01      4.000000000000E+01
      4.000000000000E+01      5.000000000000E+01      4.000000000000E+01
      5.000000000000E+01      5.000000000000E+01      4.000000000000E+01
      0.000000000000E+00      0.000000000000E+00      5.000000000000E+01
      0.000000000000E+00      1.000000000000E+01      5.000000000000E+01
      1.000000000000E+01      0.000000000000E+00      5.000000000000E+01
      1.000000000000E+01      1.000000000000E+01      5.000000000000E+01
      2.000000000000E+01      0.000000000000E+00      5.000000000000E+01
      0.000000000000E+00      2.000000000000E+01      5.000000000000E+01
      2.000000000000E+01      1.000000000000E+01      5.000000000000E+01
      1.000000000000E+01      2.000000000000E+01      5.000000000000E+01
      0.000000000000E+00      3.000000000000E+01      5.000000000000E+01
      3.000000000000E+01      0.000000000000E+00      5.000000000000E+01
      2.000000000000E+01      2.000000000000E+01      5.000000000000E+01
      1.000000000000E+01      3.000000000000E+01      5.000000000000E+01
      3.000000000000E+01      1.000000000000E+01      5.000000000000E+01
      4.000000000000E+01      0.000000000000E+00      5.000000000000E+01
      0.000000000000E+00      4.000000000000E+01      5.000000000000E+01
      3.000000000000E+01      2.000000000000E+01      5.000000000000E+01
      2.000000000000E+01      3.000000000000E+01      5.000000000000E+01
      4.000000000000E+01      1.000000000000E+01      5.000000000000E+01
      1.000000000000E+01      4.000000000000E+01      5.000000000000E+01
      0.000000000000E+00      5.000000000000E+01      5.000000000000E+01
      5.000000000000E+01      0.000000000000E+00      5.000000000000E+01
      1.000000000000E+01      5.000000000000E+01      5.000000000000E+01
      5.000000000000E+01      1.000000000000E+01      5.000000000000E+01
      2.000000000000E+01      4.000000000000E+01      5.000000000000E+01
      3.000000000000E+01      3.000000000000E+01      5.000000000000E+01
      4.000000000000E+01      2.000000000000E+01      5.000000000000E+01
      5.000000000000E+01      2.000000000000E+01      5.000000000000E+01
      2.000000000000E+01      5.000000000000E+01      5.000000000000E+01
      4.000000000000E+01      3.000000000000E+01      5.000000000000E+01
      3.000000000000E+01      4.000000000000E+01      5.000000000000E+01
      3.000000000000E+01      5.000000000000E+01      5.000000000000E+01
      5.000000000000E+01      3.000000000000E+01      5.000000000000E+01
      4.000000000000E+01      4.000000000000E+01      5.000000000000E+01
      5.000000000000E+01      4.000000000000E+01      5.000000000000E+01
      4.000000000000E+01      5.000000000000E+01      5.000000000000E+01
      5.000000000000E+01      5.000000000000E+01      5.000000000000E+01
