       2      10     216     750     312      33      15
       1       1       6      12      12       6
       2       9     744     300      21       9
     103     100     136 0 0 0
     100     130     136 0 0 0
     107     103     139 0 0 0
     103     136     139 0 0 0
     108     107     143 0 0 0
     107     139     143 0 0 0
     108     143     144 0 0 1
     130     128     164 0 1 0
     136     130     166 0 0 0
     130     164     166 0 0 0
     139     136     172 0 0 0
     136     166     172 0 0 0
     143     139     175 0 0 0
     139     172     175 0 0 0
     144     143     179 0 0 0
     143     175     179 0 0 0
     144     179     180 0 0 1
     166     164     200 0 1 0
     172     166     202 0 0 0
     166     200     202 0 1 0
     175     172     208 0 0 0
     172     202     208 0 1 0
     179     175     211 0 0 0
     175     208     211 0 1 0
     180     179     215 0 0 0
     179     211     215 0 1 0
     180     215     216 0 1 1
      21      23      57 1 0 1
      23      27      59 1 0 0
      57      23      59 0 0 0
      59      27      63 0 0 0
      27      32      63 1 0 0
      32      34      68 1 0 0
      63      32      68 0 0 0
      68      34      70 0 0 0
      34      36      70 1 0 0
      70      36      72 0 1 0
      57      59      93 0 0 1
      59      63      95 0 0 0
      93      59      95 0 0 0
      95      63      99 0 0 0
      63      68      99 0 0 0
      68      70     104 0 0 0
      99      68     104 0 0 0
     104      70     106 0 0 0
      70      72     106 0 0 0
     106      72     108 0 1 0
      93      95     129 0 0 1
      95      99     131 0 0 0
     129      95     131 0 0 0
     131      99     135 0 0 0
      99     104     135 0 0 0
     104     106     140 0 0 0
     135     104     140 0 0 0
     140     106     142 0 0 0
     106     108     142 0 0 0
     142     108     144 0 1 0
     129     131     165 0 0 1
     131     135     167 0 0 0
     165     131     167 0 0 0
     167     135     171 0 0 0
     135     140     171 0 0 0
     140     142     176 0 0 0
     171     140     176 0 0 0
     176     142     178 0 0 0
     142     144     178 0 0 0
     178     144     180 0 1 0
     165     167     201 0 0 1
     167     171     203 0 0 0
     201     167     203 0 0 1
     203     171     207 0 0 1
     171     176     207 0 0 0
     176     178     212 0 0 0
     207     176     212 0 0 1
     212     178     214 0 0 1
     178     180     214 0 0 0
     214     180     216 0 1 1
      37      40      39 0 1 1
      37      38      40 1 1 0
     181     183     184 1 0 0
     181     184     182 0 0 1
     182     184     186 0 0 1
     183     185     184 1 0 0
     184     188     186 0 0 0
     185     187     184 0 0 0
     184     187     188 0 0 0
     185     190     187 1 0 0
     186     188     189 0 0 1
     190     193     187 0 0 0
     187     193     191 0 0 0
     187     191     188 0 0 0
     188     191     192 0 0 0
     188     192     189 0 0 0
     189     192     195 0 0 1
     190     194     193 1 0 0
     191     196     197 0 0 0
     191     197     192 0 0 0
     193     196     191 0 0 0
     192     199     195 0 0 0
     192     197     199 0 0 0
     194     198     193 0 0 0
     193     198     196 0 0 0
     194     201     198 1 0 0
     195     199     200 0 0 1
     196     206     205 0 0 0
     196     205     197 0 0 0
     198     206     196 0 0 0
     197     205     204 0 0 0
     197     204     199 0 0 0
     198     203     206 0 0 0
     201     203     198 1 0 0
     199     204     202 0 0 0
     199     202     200 0 1 0
     204     208     202 0 1 0
     203     207     206 1 0 0
     205     210     204 0 0 0
     204     210     208 0 0 0
     206     209     205 0 0 0
     205     209     210 0 0 0
     206     207     209 0 0 0
     207     212     209 1 0 0
     210     211     208 0 1 0
     209     213     210 0 0 0
     209     212     213 0 0 0
     210     213     211 0 0 0
     213     215     211 0 1 0
     212     214     213 1 0 0
     213     216     215 0 1 0
     213     214     216 0 1 0
       1       2
       1       3
       1      37
       2       4
       2      38
       3       4
       3      39
       4      40
      37      38
      37      39
      38      40
      39      40
       2       4
       2      20
       2      38
       3       4
       3      21
       3      39
       4      40
      20      36
      20     200
      21      36
      21     201
      36     216
      37      38
      37      39
      37     181
      38      40
      39      40
     181     200
     181     201
     200     216
     201     216
       1       2
       3       4
       5       6
       7       8
       9      10
      11      12
       1      48
      49      50
      51      98
      99     100
     101     148
     149     198
     199     248
     249     250
     251     300
     148     149     148     145     145     146     146     147     149
     150     150     147
       7      10       9     127      12     129      25      27     295
     296     157     160     159     277     162     279     175     177
     445     446     307     310     309     427     312     429     325
     327     595     596     457     460     459     577     462     579
     475     477     745     746     607     610     609     727     612
     729     625     627       7       8       7       4     130     118
       1     124      10     136     121      22     115      28     127
     142     133     112     106      94      19     139      13      16
      25     100      76      55     103      91      97      37     109
      31      79      52      61      58      43      40      34      49
      82      73      46      70      85      67      88      64       4
       6       4     124       5     142     125     143      16      17
     298     299     154     274     155     292     275     293     166
     167     448     449     304     424     305     442     425     443
     316     317     598     599     454     574     455     592     575
     593     466     467     748     749     604     724     605     742
     725     743     616     617      32      80      33      83      81
      86      84      89      87      90     182     230     183     233
     231     236     234     239     237     240     332     380     333
     383     381     386     384     389     387     390     482     530
     483     533     531     536     534     539     537     540     632
     680     633     683     681     686     684     689     687     690
      37      52      39      54      49      67      51      69      65
      66     187     202     189     204     199     217     201     219
     215     216     337     352     339     354     349     367     351
     369     365     366     487     502     489     504     499     517
     501     519     515     516     637     652     639     654     649
     667     651     669     665     666     298     295     750     747
     609     606     732     720     603     726     612     738     723
     624     717     630     729     744     735     714     708     696
     621     741     615     618     627     702     678     657     705
     693     699     639     711     633     681     654     663     660
     645     642     636     651     684     675     648     672     687
     669     690     666
